  -1.5500000e+02   1.5500000e+02
  -1.5500000e+02   1.6500000e+02
  -1.5500000e+02   1.7500000e+02
  -1.4500000e+02  -1.7500000e+02
  -1.4500000e+02  -1.6500000e+02
  -1.4500000e+02  -1.5500000e+02
  -1.4500000e+02  -1.4500000e+02
  -1.4500000e+02  -1.0500000e+02
  -1.4500000e+02  -9.5000000e+01
  -1.4500000e+02  -8.5000000e+01
  -1.4500000e+02  -7.5000000e+01
  -1.4500000e+02  -6.5000000e+01
  -1.4500000e+02  -5.5000000e+01
  -1.4500000e+02  -4.5000000e+01
  -1.4500000e+02  -3.5000000e+01
  -1.4500000e+02  -2.5000000e+01
  -1.4500000e+02  -1.5000000e+01
  -1.4500000e+02  -5.0000000e+00
  -1.4500000e+02   5.0000000e+00
  -1.4500000e+02   1.5000000e+01
  -1.4500000e+02   2.5000000e+01
  -1.4500000e+02   3.5000000e+01
  -1.4500000e+02   4.5000000e+01
  -1.4500000e+02   5.5000000e+01
  -1.4500000e+02   6.5000000e+01
  -1.4500000e+02   7.5000000e+01
  -1.4500000e+02   8.5000000e+01
  -1.4500000e+02   9.5000000e+01
  -1.4500000e+02   1.0500000e+02
  -1.4500000e+02   1.1500000e+02
  -1.4500000e+02   1.2500000e+02
  -1.4500000e+02   1.3500000e+02
  -1.4500000e+02   1.4500000e+02
  -1.4500000e+02   1.5500000e+02
  -1.4500000e+02   1.6500000e+02
  -1.4500000e+02   1.7500000e+02
  -1.3500000e+02  -1.7500000e+02
  -1.3500000e+02  -1.6500000e+02
  -1.3500000e+02  -1.5500000e+02
  -1.3500000e+02  -1.4500000e+02
  -1.3500000e+02  -1.0500000e+02
  -1.3500000e+02  -9.5000000e+01
  -1.3500000e+02  -8.5000000e+01
  -1.3500000e+02  -7.5000000e+01
  -1.3500000e+02  -6.5000000e+01
  -1.3500000e+02  -5.5000000e+01
  -1.3500000e+02  -4.5000000e+01
  -1.3500000e+02  -3.5000000e+01
  -1.3500000e+02  -2.5000000e+01
  -1.3500000e+02  -1.5000000e+01
  -1.3500000e+02  -5.0000000e+00
  -1.3500000e+02   5.0000000e+00
  -1.3500000e+02   1.5000000e+01
  -1.3500000e+02   2.5000000e+01
  -1.3500000e+02   3.5000000e+01
  -1.3500000e+02   4.5000000e+01
  -1.3500000e+02   5.5000000e+01
  -1.3500000e+02   6.5000000e+01
  -1.3500000e+02   7.5000000e+01
  -1.3500000e+02   8.5000000e+01
  -1.3500000e+02   9.5000000e+01
  -1.3500000e+02   1.0500000e+02
  -1.3500000e+02   1.1500000e+02
  -1.3500000e+02   1.2500000e+02
  -1.3500000e+02   1.3500000e+02
  -1.3500000e+02   1.4500000e+02
  -1.3500000e+02   1.5500000e+02
  -1.3500000e+02   1.6500000e+02
  -1.3500000e+02   1.7500000e+02
  -1.2500000e+02  -1.7500000e+02
  -1.2500000e+02  -1.6500000e+02
  -1.2500000e+02  -1.5500000e+02
  -1.2500000e+02  -1.4500000e+02
  -1.2500000e+02  -1.0500000e+02
  -1.2500000e+02  -9.5000000e+01
  -1.2500000e+02  -8.5000000e+01
  -1.2500000e+02  -7.5000000e+01
  -1.2500000e+02  -6.5000000e+01
  -1.2500000e+02  -5.5000000e+01
  -1.2500000e+02  -4.5000000e+01
  -1.2500000e+02  -3.5000000e+01
  -1.2500000e+02  -2.5000000e+01
  -1.2500000e+02  -1.5000000e+01
  -1.2500000e+02  -5.0000000e+00
  -1.2500000e+02   5.0000000e+00
  -1.2500000e+02   1.5000000e+01
  -1.2500000e+02   2.5000000e+01
  -1.2500000e+02   3.5000000e+01
  -1.2500000e+02   4.5000000e+01
  -1.2500000e+02   5.5000000e+01
  -1.2500000e+02   6.5000000e+01
  -1.2500000e+02   7.5000000e+01
  -1.2500000e+02   8.5000000e+01
  -1.2500000e+02   9.5000000e+01
  -1.2500000e+02   1.0500000e+02
  -1.2500000e+02   1.1500000e+02
  -1.2500000e+02   1.2500000e+02
  -1.2500000e+02   1.3500000e+02
  -1.2500000e+02   1.4500000e+02
  -1.2500000e+02   1.5500000e+02
  -1.2500000e+02   1.6500000e+02
  -1.2500000e+02   1.7500000e+02
  -1.1500000e+02  -1.7500000e+02
  -1.1500000e+02  -1.6500000e+02
  -1.1500000e+02  -1.5500000e+02
  -1.1500000e+02  -1.4500000e+02
  -1.1500000e+02  -1.0500000e+02
  -1.1500000e+02  -9.5000000e+01
  -1.1500000e+02  -8.5000000e+01
  -1.1500000e+02  -7.5000000e+01
  -1.1500000e+02  -6.5000000e+01
  -1.1500000e+02  -5.5000000e+01
  -1.1500000e+02  -4.5000000e+01
  -1.1500000e+02  -3.5000000e+01
  -1.1500000e+02  -2.5000000e+01
  -1.1500000e+02  -1.5000000e+01
  -1.1500000e+02  -5.0000000e+00
  -1.1500000e+02   5.0000000e+00
  -1.1500000e+02   1.5000000e+01
  -1.1500000e+02   2.5000000e+01
  -1.1500000e+02   3.5000000e+01
  -1.1500000e+02   4.5000000e+01
  -1.1500000e+02   5.5000000e+01
  -1.1500000e+02   6.5000000e+01
  -1.1500000e+02   7.5000000e+01
  -1.1500000e+02   8.5000000e+01
  -1.1500000e+02   9.5000000e+01
  -1.1500000e+02   1.0500000e+02
  -1.1500000e+02   1.1500000e+02
  -1.1500000e+02   1.2500000e+02
  -1.1500000e+02   1.3500000e+02
  -1.1500000e+02   1.4500000e+02
  -1.1500000e+02   1.5500000e+02
  -1.1500000e+02   1.6500000e+02
  -1.1500000e+02   1.7500000e+02
  -1.0500000e+02  -1.7500000e+02
  -1.0500000e+02  -1.6500000e+02
  -1.0500000e+02  -1.5500000e+02
  -1.0500000e+02  -1.4500000e+02
  -1.0500000e+02  -1.0500000e+02
  -1.0500000e+02  -9.5000000e+01
  -1.0500000e+02  -8.5000000e+01
  -1.0500000e+02  -7.5000000e+01
  -1.0500000e+02  -6.5000000e+01
  -1.0500000e+02  -5.5000000e+01
  -1.0500000e+02  -4.5000000e+01
  -1.0500000e+02  -3.5000000e+01
  -1.0500000e+02  -2.5000000e+01
  -1.0500000e+02  -1.5000000e+01
  -1.0500000e+02  -5.0000000e+00
  -1.0500000e+02   5.0000000e+00
  -1.0500000e+02   1.5000000e+01
  -1.0500000e+02   2.5000000e+01
  -1.0500000e+02   3.5000000e+01
  -1.0500000e+02   4.5000000e+01
  -1.0500000e+02   5.5000000e+01
  -1.0500000e+02   6.5000000e+01
  -1.0500000e+02   7.5000000e+01
  -1.0500000e+02   8.5000000e+01
  -1.0500000e+02   9.5000000e+01
  -1.0500000e+02   1.0500000e+02
  -1.0500000e+02   1.1500000e+02
  -1.0500000e+02   1.2500000e+02
  -1.0500000e+02   1.3500000e+02
  -1.0500000e+02   1.4500000e+02
  -1.0500000e+02   1.5500000e+02
  -1.0500000e+02   1.6500000e+02
  -1.0500000e+02   1.7500000e+02
  -9.5000000e+01  -1.7500000e+02
  -9.5000000e+01  -1.6500000e+02
  -9.5000000e+01  -1.5500000e+02
  -9.5000000e+01  -1.4500000e+02
  -9.5000000e+01  -1.0500000e+02
  -9.5000000e+01  -9.5000000e+01
  -9.5000000e+01  -8.5000000e+01
  -9.5000000e+01  -7.5000000e+01
  -9.5000000e+01  -6.5000000e+01
  -9.5000000e+01  -5.5000000e+01
  -9.5000000e+01  -4.5000000e+01
  -9.5000000e+01  -3.5000000e+01
  -9.5000000e+01  -2.5000000e+01
  -9.5000000e+01  -1.5000000e+01
  -9.5000000e+01  -5.0000000e+00
  -9.5000000e+01   5.0000000e+00
  -9.5000000e+01   1.5000000e+01
  -9.5000000e+01   2.5000000e+01
  -9.5000000e+01   3.5000000e+01
  -9.5000000e+01   4.5000000e+01
  -9.5000000e+01   5.5000000e+01
  -9.5000000e+01   6.5000000e+01
  -9.5000000e+01   7.5000000e+01
  -9.5000000e+01   8.5000000e+01
  -9.5000000e+01   9.5000000e+01
  -9.5000000e+01   1.0500000e+02
  -9.5000000e+01   1.1500000e+02
  -9.5000000e+01   1.2500000e+02
  -9.5000000e+01   1.3500000e+02
  -9.5000000e+01   1.4500000e+02
  -9.5000000e+01   1.5500000e+02
  -9.5000000e+01   1.6500000e+02
  -9.5000000e+01   1.7500000e+02
  -8.5000000e+01  -1.7500000e+02
  -8.5000000e+01  -1.6500000e+02
  -8.5000000e+01  -1.5500000e+02
  -8.5000000e+01  -1.4500000e+02
  -8.5000000e+01  -9.5000000e+01
  -8.5000000e+01  -8.5000000e+01
  -8.5000000e+01  -7.5000000e+01
  -8.5000000e+01  -6.5000000e+01
  -8.5000000e+01  -5.5000000e+01
  -8.5000000e+01  -4.5000000e+01
  -8.5000000e+01  -3.5000000e+01
  -8.5000000e+01  -2.5000000e+01
  -8.5000000e+01  -1.5000000e+01
  -8.5000000e+01  -5.0000000e+00
  -8.5000000e+01   5.0000000e+00
  -8.5000000e+01   1.5000000e+01
  -8.5000000e+01   2.5000000e+01
  -8.5000000e+01   3.5000000e+01
  -8.5000000e+01   4.5000000e+01
  -8.5000000e+01   5.5000000e+01
  -8.5000000e+01   6.5000000e+01
  -8.5000000e+01   7.5000000e+01
  -8.5000000e+01   8.5000000e+01
  -8.5000000e+01   9.5000000e+01
  -8.5000000e+01   1.0500000e+02
  -8.5000000e+01   1.1500000e+02
  -8.5000000e+01   1.2500000e+02
  -8.5000000e+01   1.3500000e+02
  -8.5000000e+01   1.4500000e+02
  -8.5000000e+01   1.5500000e+02
  -8.5000000e+01   1.6500000e+02
  -8.5000000e+01   1.7500000e+02
  -7.5000000e+01  -1.7500000e+02
  -7.5000000e+01  -1.6500000e+02
  -7.5000000e+01  -1.5500000e+02
  -7.5000000e+01  -1.4500000e+02
  -7.5000000e+01  -9.5000000e+01
  -7.5000000e+01  -8.5000000e+01
  -7.5000000e+01  -7.5000000e+01
  -7.5000000e+01  -6.5000000e+01
  -7.5000000e+01  -5.5000000e+01
  -7.5000000e+01  -4.5000000e+01
  -7.5000000e+01  -3.5000000e+01
  -7.5000000e+01  -2.5000000e+01
  -7.5000000e+01  -1.5000000e+01
  -7.5000000e+01  -5.0000000e+00
  -7.5000000e+01   5.0000000e+00
  -7.5000000e+01   1.5000000e+01
  -7.5000000e+01   2.5000000e+01
  -7.5000000e+01   3.5000000e+01
  -7.5000000e+01   4.5000000e+01
  -7.5000000e+01   5.5000000e+01
  -7.5000000e+01   6.5000000e+01
  -7.5000000e+01   7.5000000e+01
  -7.5000000e+01   8.5000000e+01
  -7.5000000e+01   9.5000000e+01
  -7.5000000e+01   1.0500000e+02
  -7.5000000e+01   1.1500000e+02
  -7.5000000e+01   1.2500000e+02
  -7.5000000e+01   1.3500000e+02
  -7.5000000e+01   1.4500000e+02
  -7.5000000e+01   1.5500000e+02
  -7.5000000e+01   1.6500000e+02
  -7.5000000e+01   1.7500000e+02
  -6.5000000e+01  -1.7500000e+02
  -6.5000000e+01  -1.6500000e+02
  -6.5000000e+01  -1.5500000e+02
  -6.5000000e+01  -9.5000000e+01
  -6.5000000e+01  -8.5000000e+01
  -6.5000000e+01  -7.5000000e+01
  -6.5000000e+01  -6.5000000e+01
  -6.5000000e+01  -5.5000000e+01
  -6.5000000e+01  -4.5000000e+01
  -6.5000000e+01  -3.5000000e+01
  -6.5000000e+01  -2.5000000e+01
  -6.5000000e+01  -1.5000000e+01
  -6.5000000e+01  -5.0000000e+00
  -6.5000000e+01   5.0000000e+00
  -6.5000000e+01   1.5000000e+01
  -6.5000000e+01   7.5000000e+01
  -6.5000000e+01   8.5000000e+01
  -6.5000000e+01   9.5000000e+01
  -6.5000000e+01   1.0500000e+02
  -6.5000000e+01   1.1500000e+02
  -6.5000000e+01   1.2500000e+02
  -6.5000000e+01   1.3500000e+02
  -6.5000000e+01   1.4500000e+02
  -6.5000000e+01   1.5500000e+02
  -6.5000000e+01   1.6500000e+02
  -6.5000000e+01   1.7500000e+02
  -5.5000000e+01  -1.7500000e+02
  -5.5000000e+01  -1.6500000e+02
  -5.5000000e+01  -1.5500000e+02
  -5.5000000e+01  -9.5000000e+01
  -5.5000000e+01  -8.5000000e+01
  -5.5000000e+01  -7.5000000e+01
  -5.5000000e+01  -6.5000000e+01
  -5.5000000e+01  -5.5000000e+01
  -5.5000000e+01  -4.5000000e+01
  -5.5000000e+01  -3.5000000e+01
  -5.5000000e+01  -2.5000000e+01
  -5.5000000e+01  -1.5000000e+01
  -5.5000000e+01  -5.0000000e+00
  -5.5000000e+01   5.0000000e+00
  -5.5000000e+01   7.5000000e+01
  -5.5000000e+01   8.5000000e+01
  -5.5000000e+01   9.5000000e+01
  -5.5000000e+01   1.0500000e+02
  -5.5000000e+01   1.1500000e+02
  -5.5000000e+01   1.2500000e+02
  -5.5000000e+01   1.3500000e+02
  -5.5000000e+01   1.4500000e+02
  -5.5000000e+01   1.5500000e+02
  -5.5000000e+01   1.6500000e+02
  -5.5000000e+01   1.7500000e+02
  -4.5000000e+01  -1.7500000e+02
  -4.5000000e+01  -1.6500000e+02
  -4.5000000e+01  -9.5000000e+01
  -4.5000000e+01  -8.5000000e+01
  -4.5000000e+01  -7.5000000e+01
  -4.5000000e+01  -6.5000000e+01
  -4.5000000e+01  -5.5000000e+01
  -4.5000000e+01  -4.5000000e+01
  -4.5000000e+01  -3.5000000e+01
  -4.5000000e+01  -2.5000000e+01
  -4.5000000e+01  -1.5000000e+01
  -4.5000000e+01  -5.0000000e+00
  -4.5000000e+01   8.5000000e+01
  -4.5000000e+01   9.5000000e+01
  -4.5000000e+01   1.0500000e+02
  -4.5000000e+01   1.1500000e+02
  -4.5000000e+01   1.2500000e+02
  -4.5000000e+01   1.3500000e+02
  -4.5000000e+01   1.4500000e+02
  -4.5000000e+01   1.5500000e+02
  -4.5000000e+01   1.6500000e+02
  -4.5000000e+01   1.7500000e+02
  -3.5000000e+01  -9.5000000e+01
  -3.5000000e+01  -8.5000000e+01
  -3.5000000e+01  -7.5000000e+01
  -3.5000000e+01  -6.5000000e+01
  -3.5000000e+01  -5.5000000e+01
  -3.5000000e+01  -4.5000000e+01
  -3.5000000e+01  -3.5000000e+01
  -3.5000000e+01  -2.5000000e+01
  -3.5000000e+01  -1.5000000e+01
  -3.5000000e+01   8.5000000e+01
  -3.5000000e+01   9.5000000e+01
  -3.5000000e+01   1.0500000e+02
  -3.5000000e+01   1.1500000e+02
  -3.5000000e+01   1.2500000e+02
  -3.5000000e+01   1.3500000e+02
  -3.5000000e+01   1.4500000e+02
  -3.5000000e+01   1.5500000e+02
  -3.5000000e+01   1.6500000e+02
  -3.5000000e+01   1.7500000e+02
  -2.5000000e+01  -8.5000000e+01
  -2.5000000e+01  -7.5000000e+01
  -2.5000000e+01  -6.5000000e+01
  -2.5000000e+01  -5.5000000e+01
  -2.5000000e+01  -4.5000000e+01
  -2.5000000e+01  -3.5000000e+01
  -2.5000000e+01  -2.5000000e+01
  -2.5000000e+01   8.5000000e+01
  -2.5000000e+01   9.5000000e+01
  -2.5000000e+01   1.0500000e+02
  -2.5000000e+01   1.1500000e+02
  -2.5000000e+01   1.2500000e+02
  -2.5000000e+01   1.3500000e+02
  -2.5000000e+01   1.4500000e+02
  -2.5000000e+01   1.5500000e+02
  -1.5000000e+01  -8.5000000e+01
  -1.5000000e+01  -7.5000000e+01
  -1.5000000e+01  -6.5000000e+01
  -1.5000000e+01  -5.5000000e+01
  -1.5000000e+01  -4.5000000e+01
  -1.5000000e+01   7.5000000e+01
  -1.5000000e+01   8.5000000e+01
  -1.5000000e+01   9.5000000e+01
  -1.5000000e+01   1.0500000e+02
  -1.5000000e+01   1.1500000e+02
  -1.5000000e+01   1.2500000e+02
  -1.5000000e+01   1.3500000e+02
  -1.5000000e+01   1.4500000e+02
  -5.0000000e+00  -8.5000000e+01
  -5.0000000e+00  -7.5000000e+01
  -5.0000000e+00  -6.5000000e+01
  -5.0000000e+00  -5.5000000e+01
  -5.0000000e+00   7.5000000e+01
  -5.0000000e+00   8.5000000e+01
  -5.0000000e+00   9.5000000e+01
  -5.0000000e+00   1.0500000e+02
  -5.0000000e+00   1.1500000e+02
  -5.0000000e+00   1.2500000e+02
   5.0000000e+00   5.5000000e+01
   5.0000000e+00   6.5000000e+01
   5.0000000e+00   7.5000000e+01
   5.0000000e+00   8.5000000e+01
   5.0000000e+00   9.5000000e+01
   5.0000000e+00   1.0500000e+02
   5.0000000e+00   1.1500000e+02
   1.5000000e+01   4.5000000e+01
   1.5000000e+01   5.5000000e+01
   1.5000000e+01   6.5000000e+01
   1.5000000e+01   7.5000000e+01
   1.5000000e+01   8.5000000e+01
   1.5000000e+01   9.5000000e+01
   1.5000000e+01   1.0500000e+02
   2.5000000e+01   3.5000000e+01
   2.5000000e+01   4.5000000e+01
   2.5000000e+01   5.5000000e+01
   2.5000000e+01   6.5000000e+01
   2.5000000e+01   7.5000000e+01
   2.5000000e+01   8.5000000e+01
   2.5000000e+01   9.5000000e+01
   2.5000000e+01   1.0500000e+02
   3.5000000e+01   2.5000000e+01
   3.5000000e+01   3.5000000e+01
   3.5000000e+01   4.5000000e+01
   3.5000000e+01   5.5000000e+01
   3.5000000e+01   6.5000000e+01
   3.5000000e+01   7.5000000e+01
   3.5000000e+01   8.5000000e+01
   3.5000000e+01   9.5000000e+01
   3.5000000e+01   1.0500000e+02
   3.5000000e+01   1.1500000e+02
   4.5000000e+01  -9.5000000e+01
   4.5000000e+01  -8.5000000e+01
   4.5000000e+01   1.5000000e+01
   4.5000000e+01   2.5000000e+01
   4.5000000e+01   3.5000000e+01
   4.5000000e+01   4.5000000e+01
   4.5000000e+01   5.5000000e+01
   4.5000000e+01   6.5000000e+01
   4.5000000e+01   7.5000000e+01
   4.5000000e+01   8.5000000e+01
   4.5000000e+01   9.5000000e+01
   4.5000000e+01   1.0500000e+02
   4.5000000e+01   1.1500000e+02
   4.5000000e+01   1.2500000e+02
   4.5000000e+01   1.3500000e+02
   4.5000000e+01   1.4500000e+02
   4.5000000e+01   1.5500000e+02
   4.5000000e+01   1.6500000e+02
   4.5000000e+01   1.7500000e+02
   5.5000000e+01  -9.5000000e+01
   5.5000000e+01  -8.5000000e+01
   5.5000000e+01   5.0000000e+00
   5.5000000e+01   1.5000000e+01
   5.5000000e+01   2.5000000e+01
   5.5000000e+01   3.5000000e+01
   5.5000000e+01   4.5000000e+01
   5.5000000e+01   5.5000000e+01
   5.5000000e+01   6.5000000e+01
   5.5000000e+01   7.5000000e+01
   5.5000000e+01   8.5000000e+01
   5.5000000e+01   9.5000000e+01
   5.5000000e+01   1.0500000e+02
   5.5000000e+01   1.1500000e+02
   5.5000000e+01   1.2500000e+02
   5.5000000e+01   1.3500000e+02
   5.5000000e+01   1.4500000e+02
   5.5000000e+01   1.5500000e+02
   5.5000000e+01   1.6500000e+02
   5.5000000e+01   1.7500000e+02
   6.5000000e+01  -9.5000000e+01
   6.5000000e+01  -8.5000000e+01
   6.5000000e+01  -7.5000000e+01
   6.5000000e+01  -5.0000000e+00
   6.5000000e+01   5.0000000e+00
   6.5000000e+01   1.5000000e+01
   6.5000000e+01   2.5000000e+01
   6.5000000e+01   3.5000000e+01
   6.5000000e+01   4.5000000e+01
   6.5000000e+01   5.5000000e+01
   6.5000000e+01   6.5000000e+01
   6.5000000e+01   7.5000000e+01
   6.5000000e+01   8.5000000e+01
   6.5000000e+01   9.5000000e+01
   6.5000000e+01   1.0500000e+02
   6.5000000e+01   1.1500000e+02
   6.5000000e+01   1.2500000e+02
   6.5000000e+01   1.3500000e+02
   6.5000000e+01   1.4500000e+02
   6.5000000e+01   1.5500000e+02
   6.5000000e+01   1.6500000e+02
   6.5000000e+01   1.7500000e+02
   7.5000000e+01  -9.5000000e+01
   7.5000000e+01  -8.5000000e+01
   7.5000000e+01  -7.5000000e+01
   7.5000000e+01  -6.5000000e+01
   7.5000000e+01  -2.5000000e+01
   7.5000000e+01  -1.5000000e+01
   7.5000000e+01  -5.0000000e+00
   7.5000000e+01   5.0000000e+00
   7.5000000e+01   1.5000000e+01
   7.5000000e+01   2.5000000e+01
   7.5000000e+01   3.5000000e+01
   7.5000000e+01   4.5000000e+01
   7.5000000e+01   5.5000000e+01
   7.5000000e+01   6.5000000e+01
   7.5000000e+01   7.5000000e+01
   7.5000000e+01   8.5000000e+01
   7.5000000e+01   9.5000000e+01
   7.5000000e+01   1.0500000e+02
   7.5000000e+01   1.1500000e+02
   7.5000000e+01   1.2500000e+02
   7.5000000e+01   1.3500000e+02
   7.5000000e+01   1.4500000e+02
   7.5000000e+01   1.5500000e+02
   7.5000000e+01   1.6500000e+02
   7.5000000e+01   1.7500000e+02
   8.5000000e+01  -8.5000000e+01
   8.5000000e+01  -7.5000000e+01
   8.5000000e+01  -6.5000000e+01
   8.5000000e+01  -2.5000000e+01
   8.5000000e+01  -1.5000000e+01
   8.5000000e+01  -5.0000000e+00
   8.5000000e+01   2.5000000e+01
   8.5000000e+01   3.5000000e+01
   8.5000000e+01   4.5000000e+01
   8.5000000e+01   5.5000000e+01
   8.5000000e+01   6.5000000e+01
   8.5000000e+01   7.5000000e+01
   8.5000000e+01   8.5000000e+01
   8.5000000e+01   9.5000000e+01
   8.5000000e+01   1.0500000e+02
   8.5000000e+01   1.1500000e+02
   8.5000000e+01   1.2500000e+02
   8.5000000e+01   1.3500000e+02
   8.5000000e+01   1.4500000e+02
   8.5000000e+01   1.5500000e+02
   8.5000000e+01   1.6500000e+02
   9.5000000e+01   1.0500000e+02
   9.5000000e+01   1.1500000e+02
   9.5000000e+01   1.2500000e+02
   9.5000000e+01   1.3500000e+02
   9.5000000e+01   1.4500000e+02
   1.5500000e+02  -4.5000000e+01
   1.5500000e+02  -3.5000000e+01
   1.5500000e+02  -2.5000000e+01
   1.5500000e+02   1.0500000e+02
   1.5500000e+02   1.1500000e+02
   1.5500000e+02   1.2500000e+02
   1.5500000e+02   1.3500000e+02
   1.5500000e+02   1.4500000e+02
   1.5500000e+02   1.5500000e+02
   1.6500000e+02  -5.5000000e+01
   1.6500000e+02  -4.5000000e+01
   1.6500000e+02  -3.5000000e+01
   1.6500000e+02  -2.5000000e+01
   1.6500000e+02   4.5000000e+01
   1.6500000e+02   5.5000000e+01
   1.6500000e+02   6.5000000e+01
   1.6500000e+02   7.5000000e+01
   1.6500000e+02   8.5000000e+01
   1.6500000e+02   9.5000000e+01
   1.6500000e+02   1.0500000e+02
   1.6500000e+02   1.1500000e+02
   1.6500000e+02   1.2500000e+02
   1.6500000e+02   1.3500000e+02
   1.6500000e+02   1.4500000e+02
   1.6500000e+02   1.5500000e+02
   1.6500000e+02   1.6500000e+02
   1.6500000e+02   1.7500000e+02
   1.7500000e+02  -1.7500000e+02
   1.7500000e+02  -5.5000000e+01
   1.7500000e+02  -4.5000000e+01
   1.7500000e+02  -3.5000000e+01
   1.7500000e+02  -2.5000000e+01
   1.7500000e+02   2.5000000e+01
   1.7500000e+02   3.5000000e+01
   1.7500000e+02   4.5000000e+01
   1.7500000e+02   5.5000000e+01
   1.7500000e+02   6.5000000e+01
   1.7500000e+02   7.5000000e+01
   1.7500000e+02   8.5000000e+01
   1.7500000e+02   9.5000000e+01
   1.7500000e+02   1.0500000e+02
   1.7500000e+02   1.1500000e+02
   1.7500000e+02   1.2500000e+02
   1.7500000e+02   1.3500000e+02
   1.7500000e+02   1.4500000e+02
   1.7500000e+02   1.5500000e+02
   1.7500000e+02   1.6500000e+02
   1.7500000e+02   1.7500000e+02
